city,country,population,area,pollutant,year,emissions
Cleveland,UnitedStates,1880819.79,4770,NH3,2015,29.66016769
Pittsburgh,UnitedStates,1980861.236,6150,NH3,2015,97.39124298
Richmond,UnitedStates,1082917.909,2792,NH3,2015,3865.152832
Virginia Beach,UnitedStates,1624468.98,3949,NH3,2015,4111.285645
Washington D.C.,UnitedStates,5638693.815,7446,NH3,2015,3388.020264
Baltimore,UnitedStates,2265090.935,4070,NH3,2015,328.3084412
Buffalo,UnitedStates,1085097.218,3623,NH3,2015,57.22597122
Philadelphia,UnitedStates,6113871.238,11525,NH3,2015,368.1664124
Allentown,UnitedStates,1036069.826,4365,NH3,2015,87.00039673
New York,UnitedStates,19523052.76,17489,NH3,2015,4813.331543
Bridgeport,UnitedStates,1091714.907,2197,NH3,2015,1264.667725
Hartford,UnitedStates,1050203.469,2440,NH3,2015,654.3180542
Providence,UnitedStates,1448456.553,3751,NH3,2015,4741.605957
Boston,UnitedStates,2703581.588,2800,NH3,2015,1635.434937
Montevideo,Uruguay,1738937.877,802,NH3,2015,8.32E-04
Samarkand,Uzbekistan,1046699.666,634,NH3,2015,212.7277069
Tashkent,Uzbekistan,3704738.508,1259,NH3,2015,793.3106079
Maracaibo,Venezuela,2305881.758,851,NH3,2015,0.03101106
Barquisimeto,Venezuela,1186176.241,492,NH3,2015,0.050565846
Valencia,Venezuela,1968184.8,1177,NH3,2015,0.008800197
Maracay,Venezuela,1482535.36,647,NH3,2015,0.014887348
Caracas,Venezuela,3589208.183,890,NH3,2015,0.036523808
Hanoi,Vietnam,8350600.197,3293,NH3,2015,0.439540178
Nam Định,Vietnam,1198796.513,723,NH3,2015,0.045786671
Haiphong,Vietnam,1377016.699,632,NH3,2015,0.07793697
Long Xuyen,Vietnam,1547431.501,995,NH3,2015,856.4310303
Ho Chi Minh City,Vietnam,12831945.08,3036,NH3,2015,1116.645874
Đà Nẵng,Vietnam,1138424.456,418,NH3,2015,0.023429682
Sana'a,Yemen,2671299.114,500,NH3,2015,0.001382891
Ta'izz,Yemen,1123215.906,199,NH3,2015,2.46E-04
Lusaka,Zambia,2620092.504,743,NH3,2015,0
Harare,Zimbabwe,2906612.257,1521,NH3,2015,4.542212486
Kabul,Afghanistan,4604344.157,707,NOx,1970,416.5064697
Oran,Algeria,1332318.687,465,NOx,1970,16.95853615
Algiers,Algeria,4921385.25,1802,NOx,1970,90.50437164
Luanda,Angola,7308152.208,1941,NOx,1970,0.006071338
Mendoza,Argentina,1139081.554,911,NOx,1970,0
San Miguel de Tucumán,Argentina,1074939.051,1159,NOx,1970,1.067870736
Cordoba,Argentina,1617671.656,1698,NOx,1970,574.4272461
Rosario,Argentina,1336722.5,1444,NOx,1970,182.6351166
Buenos Aires,Argentina,14984068.9,5376,NOx,1970,29.31658363
Yerevan,Armenia,1356806.651,665,NOx,1970,180.5456696
Perth,Australia,1676528.559,2972,NOx,1970,1347.066406
Adelaide,Australia,1384068.224,4026,NOx,1970,44.76683044
Melbourne,Australia,4474593.5,8348,NOx,1970,12.95058918
Sydney,Australia,4404986.392,3881,NOx,1970,2.986952066
Brisbane,Australia,2150602.637,3144,NOx,1970,21.05158806
Vienna,Austria,2381082.929,3104,NOx,1970,267.3346558
Baku,Azerbaijan,2741763.271,1210,NOx,1970,78.4981842
Manama,Bahrain,1369162.169,670,NOx,1970,5.880978584
Rajshahi,Bangladesh,1081657.576,448,NOx,1970,21.64945793
Bogura,Bangladesh,1955452.196,1033,NOx,1970,19.52084541
Sirajganj,Bangladesh,2631728.466,1310,NOx,1970,4.692369461
Tangail,Bangladesh,1485869.019,785,NOx,1970,2.007695198
Mymensingh,Bangladesh,1150722.514,484,NOx,1970,24.45932388
Khulna,Bangladesh,1408217.825,371,NOx,1970,18.66855431
Dhaka,Bangladesh,1721611.743,610,NOx,1970,11.36218166
Dhaka,Bangladesh,3075402.547,1377,NOx,1970,36.44287872
Dhaka,Bangladesh,20392157.11,3268,NOx,1970,193.7094421
Dhaka,Bangladesh,1548886.705,505,NOx,1970,35.78723145
Kishoreganj,Bangladesh,1035698.081,550,NOx,1970,21.11245346
Brahmanbaria,Bangladesh,2480649.068,1121,NOx,1970,121.1560287
Comilla,Bangladesh,8812244.067,4493,NOx,1970,147.7403412
Lakshmipur,Bangladesh,1291110.728,632,NOx,1970,13.4386549
Sylhet,Bangladesh,1390248.898,503,NOx,1970,17.3097477
Chattogram,Bangladesh,5964578.131,1591,NOx,1970,37.48549271
Minsk,Belarus,2137264.685,1582,NOx,1970,865.6333008
Antwerp,Belgium,1817176.415,2393,NOx,1970,188.1747284
Brussels,Belgium,2269665.213,1851,NOx,1970,138.0926819
Liège,Belgium,1129391.829,2710,NOx,1970,90.10666656
Cotonou,Benin,1828526.291,521,NOx,1970,0
El Alto [La Paz],Bolivia,1772263.303,745,NOx,1970,0.571947515
Cochabamba,Bolivia,1227385.363,870,NOx,1970,2.870603323
Santa Cruz de la Sierra,Bolivia,1762054.234,817,NOx,1970,0.702933609
Manaus,Brazil,2080861.009,453,NOx,1970,69.14333344
Belém,Brazil,2174968.088,587,NOx,1970,0.99610126
Goiânia,Brazil,2248199.073,1842,NOx,1970,2.962126017
Ceilândia,Brazil,1973463.719,867,NOx,1970,22.2873497
Porto Alegre,Brazil,2907003.908,1373,NOx,1970,0.071739674
Curitiba,Brazil,3033042.205,1593,NOx,1970,104.7187805
Campinas,Brazil,2509882.224,1571,NOx,1970,23.22951508
São Paulo,Brazil,21684522.82,6077,NOx,1970,440.687561
São Luís,Brazil,1455771.21,555,NOx,1970,0
Santos,Brazil,1712548.224,722,NOx,1970,11.52797985
Teresina,Brazil,1036955.52,1028,NOx,1970,0.489708334
Belo Horizonte,Brazil,4966926.832,3099,NOx,1970,6.51472187
Rio de Janeiro,Brazil,10814391.23,3598,NOx,1970,176.0437775
Sao Goncalo,Brazil,1998757.606,1215,NOx,1970,1.874749303
Vila Velha,Brazil,1710333.441,911,NOx,1970,3.582042694
Fortaleza,Brazil,3611864.227,1557,NOx,1970,12.08660889
Salvador,Brazil,3252523.078,623,NOx,1970,0.17916207
Maceió,Brazil,1184064.69,682,NOx,1970,0.178734988
Natal,Brazil,1321459.966,694,NOx,1970,70.78710175
Recife,Brazil,3679510.146,1262,NOx,1970,1.794860363
João Pessoa,Brazil,1124050.371,446,NOx,1970,1.227144599
Sofia,Bulgaria,1423934.914,1352,NOx,1970,70.72215271
Ouagadougou,BurkinaFaso,2813684.249,908,NOx,1970,0
Phnom Penh,Cambodia,2140599.395,720,NOx,1970,43.35020065
Douala,Cameroon,3002078.173,360,NOx,1970,0
Yaounde,Cameroon,3547917.376,572,NOx,1970,0
Garoua,Cameroon,1100720.356,91,NOx,1970,1.520897627
Vancouver,Canada,2407755.768,1601,NOx,1970,268.8442383
Calgary,Canada,1382751.206,2051,NOx,1970,782.4910889
Edmonton,Canada,1232005.127,2816,NOx,1970,1492.755615
Toronto,Canada,7278248.435,8223,NOx,1970,12.9523735
Ottawa,Canada,1277528.023,2325,NOx,1970,43.18041992
Montreal,Canada,4089586.487,5027,NOx,1970,728.7716064
Bangui,CentralAfricanRepublic,1048483.327,155,NOx,1970,0
N'Djamena,Chad,1370021.331,258,NOx,1970,0
Viña del Mar [Valparaíso],Chile,1008041.394,788,NOx,1970,2.564689398
Santiago,Chile,7087659.555,2923,NOx,1970,20.72372055
Ürümqi,China,3279549.977,1047,NOx,1970,3124.304443
Xining,China,1414920.697,569,NOx,1970,982.2756958
Lanzhou,China,2585524.218,871,NOx,1970,663.9117432
Yinchuan,China,1704007.098,1012,NOx,1970,97.67663574
Baotou,China,2206063.069,638,NOx,1970,280.8920898
Hohhot,China,2130821.856,856,NOx,1970,370.0946045
Chengdu,China,11749963.15,4034,NOx,1970,163.5662842
Mianyang,China,1129793.163,649,NOx,1970,17.12219048
Baoji,China,1182083.704,693,NOx,1970,90.51207733
Datong,China,1733548.666,827,NOx,1970,87.10865021
Kunming,China,3554514.061,1384,NOx,1970,2011.660767
Xi'an,China,6576880.035,2083,NOx,1970,303.2502747
Taiyuan,China,3818782.528,1065,NOx,1970,174.9790955
Chongqing,China,6036834.034,2267,NOx,1970,113.1871033
Beijing,China,21279474.48,5536,NOx,1970,331.1656799
Shijiazhuang,China,4232106.67,1780,NOx,1970,210.9372711
Baoding,China,1697773.419,905,NOx,1970,144.295517
Zunyi,China,1079361.073,511,NOx,1970,24.82515717
Guiyang,China,3244349.999,1223,NOx,1970,89.67673492
Xingtai,China,1111698.43,674,NOx,1970,114.8911591
Luoyang,China,2359897.526,1115,NOx,1970,71.49890137
Jiaozuo,China,1414484.642,843,NOx,1970,93.86040497
Handan,China,1698252.072,856,NOx,1970,60.45048904
Tianjin,China,8317096.114,2413,NOx,1970,231.9790344
Anyang,China,1562152.211,951,NOx,1970,58.1027832
Xinxiang,China,2044707.246,1214,NOx,1970,76.90451813
Tangshan,China,2358087.33,1676,NOx,1970,262.1194763
Zhengzhou,China,5884051.262,2310,NOx,1970,207.9921722
Binhai,China,2004427.099,993,NOx,1970,116.7628555
Nanyang,China,1261384.991,878,NOx,1970,60.5176506
Pingdingshan,China,1018607.284,435,NOx,1970,12.58939171
Harbin,China,4590552.644,1548,NOx,1970,228.3586121
Fancheng,China,1401398.912,930,NOx,1970,59.91072464
Xuchang,China,1021674.003,657,NOx,1970,38.99990082
Yichang,China,1019239.068,639,NOx,1970,5.651603699
Qinhuangdao,China,1044685.585,443,NOx,1970,101.6384888
Jinzhou,China,1171199.295,575,NOx,1970,77.55664063
Luohe,China,1188290.358,852,NOx,1970,56.56044769
Jinan,China,4264024.412,1923,NOx,1970,121.4970322
Changchun,China,3868822.154,1847,NOx,1970,227.7754822
Tai'an,China,1006438.023,562,NOx,1970,22.78913498
Shangqiu,China,1136814.744,1005,NOx,1970,47.77212906
Shenyang,China,6219708.348,2024,NOx,1970,337.4632263
Jining,China,1023093.189,525,NOx,1970,25.05358505
Zibo,China,3699954.753,2900,NOx,1970,131.055542
Nanning,China,2818094.814,927,NOx,1970,159.7601776
Fushun,China,1470959.826,837,NOx,1970,121.6513901
Anshan,China,1846134.212,759,NOx,1970,65.84227753
Jilin,China,1690756.194,659,NOx,1970,42.80054092
Liuzhou,China,1737108.201,773,NOx,1970,31.97597122
Guilin,China,1311446.362,947,NOx,1970,52.4132309
Shaoyang,China,1000825.594,567,NOx,1970,23.01964378
Weifang,China,1768060.188,1230,NOx,1970,103.5420685
Fuyang,China,1100943.668,783,NOx,1970,28.64068604
Dalian,China,3668893.679,1290,NOx,1970,159.6991119
市中区,China,1670203.656,1572,NOx,1970,68.0335083
Wuhan,China,8534060.737,2682,NOx,1970,82.52355194
Huaibei,China,1220714.564,607,NOx,1970,12.84445381
Xuzhou,China,2483179.901,1607,NOx,1970,49.85721207
Linyi,China,2405441.976,1815,NOx,1970,172.9719696
Changsha,China,3904010.583,1496,NOx,1970,31.49971581
Xiangtan,China,1228014.291,823,NOx,1970,29.60140991
Yulin,China,1285290.544,814,NOx,1970,40.33963394
Zhuzhou,China,1182940.347,521,NOx,1970,8.781682014
Hengyang,China,1340729.874,968,NOx,1970,25.58560562
Yantai,China,2046203.979,1522,NOx,1970,142.9272461
Tianjia‘an,China,1591003.12,895,NOx,1970,16.21492577
Huangshi,China,1403773.443,1089,NOx,1970,21.66833496
Bengbu,China,1195820.092,795,NOx,1970,41.34358978
Qingdao,China,4856058.042,2542,NOx,1970,204.990387
Huangdao,China,1072374.952,753,NOx,1970,29.67487907
Zhanjiang,China,1204127.266,612,NOx,1970,104.4657745
Hefei,China,4730879.858,2608,NOx,1970,79.48379517
Maoming,China,1031334.507,545,NOx,1970,43.38026428
Haikou,China,1920718.475,701,NOx,1970,80.22465515
Huai'an,China,1577760.994,868,NOx,1970,85.48048401
Nanchang,China,3904839.528,1916,NOx,1970,35.60755539
Nanjing,China,6914261.048,2419,NOx,1970,79.27370453
Guangzhou,China,16746844.15,4413,NOx,1970,307.5309753
Guangzhou,China,4521577.553,2151,NOx,1970,119.0251083
Guangzhou,China,1899221.601,681,NOx,1970,28.92611122
Guangzhou,China,6730966.448,2458,NOx,1970,69.78600311
Guangzhou,China,1393718.24,461,NOx,1970,8.622437477
Guangzhou,China,3492565.579,583,NOx,1970,10.35751915
Guangzhou,China,2113159.851,247,NOx,1970,5.102375507
Guangzhou,China,8742535.916,1573,NOx,1970,31.90135574
Wuhu,China,1311748.67,710,NOx,1970,27.04807281
花都区,China,1053269.073,542,NOx,1970,70.10923767
Yancheng,China,1176341.888,917,NOx,1970,28.34249878
Yangzhou,China,1638366.161,958,NOx,1970,36.1108017
Ganzhou,China,1008165.431,608,NOx,1970,12.08322144
Taizhou,China,1131587.13,867,NOx,1970,27.78633118
Zhongshan,China,1353907.841,577,NOx,1970,32.54266357
Zhuhai,China,1688793.55,815,NOx,1970,40.07360458
Changzhou,China,3486423.012,1506,NOx,1970,46.88203812
Jiangyin,China,1258760.898,735,NOx,1970,12.66954327
Huizhou,China,2079954.49,974,NOx,1970,7.054035664
Suzhou,China,11403059.19,5056,NOx,1970,190.6275635
Zhangjiagang,China,1509729.03,717,NOx,1970,9.285861015
Nantong,China,2162493.146,1483,NOx,1970,37.51804352
Changshu,China,1043190.96,512,NOx,1970,9.314428329
Hangzhou,China,9581083.877,4634,NOx,1970,118.9018326
Shanghai,China,26920218.16,5878,NOx,1970,142.5366974
Jiaxing,China,2487378.094,1515,NOx,1970,38.27624512
Jieyang,China,12657025.21,5922,NOx,1970,124.2589951
Yiwu,China,1706311.138,966,NOx,1970,12.67433167
Yongkang,China,1091385.005,816,NOx,1970,26.20706367
Cixi,China,3230913.083,2155,NOx,1970,39.88062668
Ningbo,China,3737732.228,1653,NOx,1970,32.6283226
Xiamen,China,5142192.429,1702,NOx,1970,25.32594299
Fuzhou,China,4203944.631,1516,NOx,1970,50.12540054
Quanzhou,China,6446306.909,3186,NOx,1970,128.7293396
Wenzhou,China,5211421.132,1415,NOx,1970,49.45757675
Putian,China,1521917.592,1042,NOx,1970,55.85380936
龙港市,China,1419747.227,497,NOx,1970,5.302584171
Yueqing,China,1326399.385,604,NOx,1970,8.932778358
Taizhou,China,3202231.156,1582,NOx,1970,86.65673065
Cali,Colombia,2390801.636,408,NOx,1970,9.663804054
Medellín,Colombia,3610595.164,692,NOx,1970,3.462528944
Bogota,Colombia,9080732.021,1863,NOx,1970,231.2229004
Barranquilla,Colombia,2073296.026,436,NOx,1970,287.635437
Bucaramanga,Colombia,1054587.122,342,NOx,1970,0.935607791
San José,CostaRica,2565528.864,1801,NOx,1970,9.531183243
Zagreb,Croatia,1032621.705,1571,NOx,1970,168.020401
Havana,Cuba,2203018.97,976,NOx,1970,86.49869537
Prague,CzechRepublic,1879976.611,2897,NOx,1970,400.9610901
Abidjan,CotedIvoire,4649772.031,1082,NOx,1970,0
Kinshasa,DemocraticRepublicoftheCongo,5764312.319,591,NOx,1970,4.647934914
Kananga,DemocraticRepublicoftheCongo,1018036.095,125,NOx,1970,0
Mbuji-Mayi,DemocraticRepublicoftheCongo,3126644.837,213,NOx,1970,0
Lubumbashi,DemocraticRepublicoftheCongo,2303799.003,435,NOx,1970,4.41E-04
Beni,DemocraticRepublicoftheCongo,1512870.289,80,NOx,1970,0.026810523
Copenhagen,Denmark,1987482.455,3406,NOx,1970,88.00418854
Santo Domingo,DominicanRepublic,4248976.1,1582,NOx,1970,460.3905029
Guayaquil,Ecuador,2857865.396,1016,NOx,1970,8.866506577
Quito,Ecuador,2659133.126,1394,NOx,1970,182.4662933
Alexandria,Egypt,5860478.167,1198,NOx,1970,64.69572449
Faiyum,Egypt,2367343.89,1042,NOx,1970,65.38915253
Tanta,Egypt,1453549.731,442,NOx,1970,41.2700386
Cairo,Egypt,23490198.36,4348,NOx,1970,272.9785156
Al-Minya,Egypt,1441242.928,515,NOx,1970,9.348437309
Mansoura,Egypt,6114874.27,2035,NOx,1970,92.32077789
Al-Zaqaziq‎,Egypt,1199687.437,294,NOx,1970,8.414088249
An Nazlah,Egypt,1674900.693,676,NOx,1970,45.10072327
Asyut,Egypt,2694393.601,924,NOx,1970,46.00022125
Sohag,Egypt,2382149.762,726,NOx,1970,53.79084015
Girga,Egypt,2371731.019,953,NOx,1970,68.81952667
Luxor,Egypt,2468478.111,736,NOx,1970,196.2574921
San Salvador,ElSalvador,2661755.757,2004,NOx,1970,0.914639413
Addis Ababa,Ethiopia,3968807.408,810,NOx,1970,1.073346853
Helsinki,Finland,1409994.036,3066,NOx,1970,26.65199852
Bordeaux,France,1045640.529,2165,NOx,1970,265.1452332
Toulouse,France,1264262.566,3321,NOx,1970,264.4365234
Paris,France,11236407.13,6778,NOx,1970,387.4771729
Lille,France,1205007.577,966,NOx,1970,34.45840073
Lyon,France,2056576.036,3516,NOx,1970,369.8431091
Marseille,France,1357310.645,1599,NOx,1970,191.8035126
Nice,France,1206197.92,2109,NOx,1970,153.4600677
Tbilisi,Georgia,1150902.964,321,NOx,1970,17.21595764
Dortmund,Germany,5837624.695,6303,NOx,1970,446.2074585
Dusseldorf,Germany,1003149.106,661,NOx,1970,30.79517746
Cologne,Germany,3178671.816,3263,NOx,1970,161.6780853
Mannheim,Germany,1695402.917,2160,NOx,1970,146.0973358
Frankfurt am Main,Germany,3025700.469,3323,NOx,1970,406.8327942
Stuttgart,Germany,2234166.177,2159,NOx,1970,142.1716461
Hanover,Germany,1111169.521,1883,NOx,1970,118.5478745
Hamburg,Germany,2686299.776,3206,NOx,1970,227.7433777
Nuremberg,Germany,1230838.86,1874,NOx,1970,143.610321
Munich,Germany,2435209.287,2638,NOx,1970,344.2484741
Berlin,Germany,4290482.744,3572,NOx,1970,207.9103394
Kumasi,Ghana,3234531.771,1029,NOx,1970,0
Accra,Ghana,4786265.398,1934,NOx,1970,0
Thessaloniki,Greece,1041904.908,1107,NOx,1970,63.91491699
Athens,Greece,3747423.879,2246,NOx,1970,256.0697327
Guatemala City,Guatemala,3464817.451,1421,NOx,1970,0
Conakry,Guinea,2533177.458,709,NOx,1970,0.126618743
Port-au-Prince,Haiti,2847436.081,508,NOx,1970,4.613017082
Tegucigalpa,Honduras,1148517.185,862,NOx,1970,5.046481609
Hong Kong,HongKong,5845663.067,684,NOx,1970,3.017680407
Sha Tin,HongKong,1303459.23,282,NOx,1970,0.610049427
Budapest,Hungary,2822154.572,4197,NOx,1970,301.0116577
Srinagar,India,1298095.017,402,NOx,1970,101.3811569
Jammu,India,1155695.869,345,NOx,1970,207.1144257
Rajkot,India,1454166.416,323,NOx,1970,6.430810452
Amritsar,India,1348034.974,431,NOx,1970,186.2003021
Jodhpur,India,1553529.958,408,NOx,1970,4.208247185
Jalandhar,India,1193165.847,369,NOx,1970,165.3295898
Ahmedabad,India,7293273.589,1133,NOx,1970,4.731627464
Ludhiana,India,2130483.697,627,NOx,1970,289.3670044
Surat,India,5704834.35,680,NOx,1970,0.093928702
Vadodara,India,2280235.373,591,NOx,1970,0.250573188
Chandigarh,India,2513988.318,769,NOx,1970,655.600647
Silvassa,India,1139259.609,374,NOx,1970,162.7101288
Vasai-Virar,India,1487095.458,292,NOx,1970,30.27780533
Mumbai,India,22277275.07,2367,NOx,1970,84.73300934
Jaipur,India,4070557.213,799,NOx,1970,65.73300934
Delhi [New Delhi],India,30076707.75,5569,NOx,1970,252.3668213
Saharanpur,India,1260280.286,225,NOx,1970,159.5649872
Nashik,India,1897850.971,485,NOx,1970,135.0217285
Dehradun,India,1157124.995,284,NOx,1970,149.5537109
Kota,India,1147922.819,287,NOx,1970,15.82097626
Pune,India,7292984.881,1558,NOx,1970,83.81730652
Haridwar,India,1056634.655,361,NOx,1970,275.4796143
Meerut,India,2422104.313,577,NOx,1970,12.23232746
Indore,India,3288988.097,809,NOx,1970,83.3910141
Kolhapur,India,1055484.07,279,NOx,1970,0.250249416
Aligarh,India,1749764.904,338,NOx,1970,5.488908291
Moradabad,India,1842998.238,420,NOx,1970,6.774821281
Agra,India,2737028.22,535,NOx,1970,15.51154804
Aurangabad,India,1861221.885,345,NOx,1970,8.064060211
Sangli,India,1027678.637,225,NOx,1970,0
Gwalior,India,1602739.67,232,NOx,1970,2.19570303
Bareilly,India,1761174.35,294,NOx,1970,22.36124039
Bhopal,India,2239295.73,500,NOx,1970,38.1469574
Mangaluru,India,1574536.591,764,NOx,1970,5.377158642
Solapur,India,1145587.297,280,NOx,1970,9.686997414
Farrukhabad,India,1028592.723,76,NOx,1970,8.095669746
Shahjahanpur,India,1044912.378,218,NOx,1970,5.272070408
Kannur,India,1602872.645,754,NOx,1970,8.964529037
Hardoi,India,1195723.57,52,NOx,1970,7.134549141
Thalassery,India,1480750.513,610,NOx,1970,0
Kozhikode,India,2598494.423,993,NOx,1970,53.90362549
Guruvayur,India,2981880.877,1571,NOx,1970,5.876859188
Malappuram,India,1166411.943,611,NOx,1970,7.162306786
Lakhimpur,India,1001347.212,55,NOx,1970,27.38663292
Kanpur,India,4341524.85,807,NOx,1970,105.8371353
Lucknow,India,5244876.156,1203,NOx,1970,975.3265991
Mysuru,India,1460486.325,377,NOx,1970,0
Kochi,India,4079939.196,2029,NOx,1970,0.473282814
Nagpur,India,3187285.474,835,NOx,1970,693.7037964
Kollam,India,2802508.962,1540,NOx,1970,3.180495024
Jabalpur,India,1706855.623,362,NOx,1970,6.763054848
Ettumanoor,India,1314887.258,699,NOx,1970,0
Hyderabad,India,8859344.664,1904,NOx,1970,496.4622803
Coimbatore,India,2672462.042,1076,NOx,1970,50.38319016
Bengaluru,India,11934852.47,2054,NOx,1970,39.80311203
Gonda,India,1074099.876,66,NOx,1970,79.69393921
Thiruvananthapuram,India,2850517.817,1078,NOx,1970,0.751157045
Tiruppur,India,1537199.414,569,NOx,1970,20.08658218
Faizabad,India,1955325.891,395,NOx,1970,298.9203491
Sultanpur,India,1243185.486,103,NOx,1970,455.1809387
Erode,India,1582499.266,579,NOx,1970,0
Prayagraj,India,3244738.058,349,NOx,1970,53.36510468
Salem,India,1831357.1,518,NOx,1970,4.410161018
Madurai,India,2033424.922,388,NOx,1970,0.231977299
Gorakhpur,India,2186425.928,506,NOx,1970,1.779048562
Tiruchirappalli,India,1389313.673,404,NOx,1970,23.3451519
Varanasi,India,5147432.437,1417,NOx,1970,4.213094711
Durg,India,1235052.616,331,NOx,1970,88.42791748
Vellore,India,1342765.622,497,NOx,1970,2.724439144
Raipur,India,1590781.072,504,NOx,1970,187.2387085
Bilaspur,India,1010597.507,299,NOx,1970,49.50899124
Kuchai Kot,India,1628994.827,823,NOx,1970,1.797544718
Vijayawada,India,1551704.548,314,NOx,1970,47.88702774
Puducherry,India,1008954.188,274,NOx,1970,0.569588482
Chennai,India,10577189.25,2070,NOx,1970,60.15036774
Muzaffarpur,India,1953556.401,621,NOx,1970,100.7249603
Patna,India,3062410.201,316,NOx,1970,4.614309788
Gaya,India,1042313.279,188,NOx,1970,1.263968468
Visakhapatnam,India,1889151.911,443,NOx,1970,18.93916512
Begusarai,India,1150857.224,249,NOx,1970,0.448160142
Ranchi,India,1789434.178,459,NOx,1970,0
Dhanbad,India,2233108.224,755,NOx,1970,0.983628452
Jamshedpur,India,1807392.369,265,NOx,1970,3.491149187
Asansol,India,3483728.879,818,NOx,1970,1.857016563
Bhubaneshwar,India,1156974.193,301,NOx,1970,7.095614433
Berhampore,India,1585052.492,427,NOx,1970,1.020778418
Tamluk,India,2162558.018,900,NOx,1970,49.4980011
Kolkata,India,23129019.57,4586,NOx,1970,115.2280045
Kolkata,India,1506343.549,651,NOx,1970,2.831478596
Guwahati,India,1380917.206,521,NOx,1970,75.94788361
Imphal,India,1102315.384,609,NOx,1970,39.20409393
Medan,Indonesia,4546313.155,1723,NOx,1970,0.063238829
Padang,Indonesia,1034213.236,392,NOx,1970,49.96619797
Pekanbaru,Indonesia,1092048.946,631,NOx,1970,21.84399986
Batam City,Indonesia,1034146.55,331,NOx,1970,13.08358288
Palembang,Indonesia,2010909.398,625,NOx,1970,1.020441175
Bandar Lampung,Indonesia,1373041.538,484,NOx,1970,0.451604843
Jakarta,Indonesia,3777015.477,1298,NOx,1970,0.464214981
Jakarta,Indonesia,29753582.45,5292,NOx,1970,2.691358328
Jakarta,Indonesia,1651451.858,657,NOx,1970,0.547883272
Jakarta,Indonesia,1727806.558,617,NOx,1970,0.140441015
Jakarta,Indonesia,2898313.046,1737,NOx,1970,0.892474949
Bandung,Indonesia,9310750.844,2312,NOx,1970,1.626277089
Garut,Indonesia,2043805.038,710,NOx,1970,41.36927795
Tasikmalaya,Indonesia,2456059.973,1130,NOx,1970,22.87467957
Cirebon,Indonesia,2725179.943,1225,NOx,1970,2.562557697
Tegal,Indonesia,3454395.572,1565,NOx,1970,52.53883743
Purwokerto,Indonesia,3050149.124,1735,NOx,1970,0.998043835
Pekalongan,Indonesia,1530751.901,668,NOx,1970,1.24180913
Temanggung,Indonesia,1017174.152,682,NOx,1970,13.09431458
Semarang,Indonesia,4086893.982,2082,NOx,1970,2.377222538
Yogyakarta,Indonesia,7463686.599,4298,NOx,1970,3.453452587
Magelang,Indonesia,1046216.253,632,NOx,1970,0.665800214
Pati,Indonesia,2363946.103,1420,NOx,1970,44.63955688
Madiun,Indonesia,1678612.452,1155,NOx,1970,0.61594075
Jombang,Indonesia,4479675.363,2768,NOx,1970,0.41944167
Mojokerto,Indonesia,1084952.269,606,NOx,1970,0.346839607
Surabaya,Indonesia,10752964.44,4278,NOx,1970,88.18598938
Jember,Indonesia,2041651.872,1290,NOx,1970,0.856369019
Denpasar,Indonesia,2478880.69,1032,NOx,1970,0.125650108
Banjarmasin,Indonesia,1360146.279,706,NOx,1970,0.784046769
Mataram,Indonesia,1287364.873,634,NOx,1970,422.7220154
Samarinda,Indonesia,1114038.753,495,NOx,1970,0.811930597
Makassar,Indonesia,2508648.686,945,NOx,1970,47.39619064
Tabriz,Iran,1839113.717,892,NOx,1970,132.4808807
Kermanshah,Iran,1054613.31,249,NOx,1970,38.04164505
Ahwaz,Iran,1391063.809,588,NOx,1970,13.77857399
Tehran,Iran,13408679.7,3332,NOx,1970,758.6947632
Qom,Iran,1062501.839,260,NOx,1970,50.12970352
Isfahan,Iran,2515160.315,1031,NOx,1970,48.21892548
Shiraz,Iran,1493433.009,578,NOx,1970,5.637221813
Mashhad,Iran,3181980.715,830,NOx,1970,1553.342529
Mosul,Iraq,1218694.949,453,NOx,1970,41.70340347
Erbil,Iraq,1461345.916,725,NOx,1970,141.8363037
Baghdad,Iraq,6245609.021,2252,NOx,1970,569.5466309
Najaf,Iraq,1070856.906,189,NOx,1970,27.96289253
Ad Diwaniyah,Iraq,1068653.113,200,NOx,1970,11.7489233
Basra,Iraq,1620042.708,370,NOx,1970,44.06403351
Dublin,Ireland,1596285.053,2245,NOx,1970,1499.759155
Tel Aviv,Israel,2805937.201,1102,NOx,1970,44.29582596
Turin,Italy,1784834.156,1708,NOx,1970,131.9089661
Milan,Italy,5121995.63,3393,NOx,1970,290.5516052
Rome,Italy,3501925.083,2696,NOx,1970,228.2545013
Naples,Italy,4054332.827,2318,NOx,1970,141.0271759
Kingston,Jamaica,1134768.967,742,NOx,1970,253.8993683
Sapporo,Japan,2222113.479,1544,NOx,1970,170.2719879
Fukuoka,Japan,2998820.908,1938,NOx,1970,77.61888885
Kitakyushu,Japan,1589886.371,1535,NOx,1970,84.3224411
Kumamoto,Japan,1068107.62,1123,NOx,1970,46.08040237
Hiroshima,Japan,1633746.738,1553,NOx,1970,77.90887451
Okayama,Japan,1417356.739,1816,NOx,1970,80.34127045
Osaka [Kyoto],Japan,17621765.59,10090,NOx,1970,499.9345093
Naha,Japan,1160096.73,691,NOx,1970,87.16571045
Nagoya,Japan,9590442.436,7350,NOx,1970,335.3821411
